id,cohort,generation,source_file,retained_after_run,pareto_front_cohort,pareto_rank_cohort,pareto_front_global,severe_toxicity,identity_attack,toxicity,flirtation,threat,sexually_explicit,profanity,insult
4714,species_2423,161,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0024,0.0102,0.0503,0.3213,0.0105,0.0258,0.0289,0.0198
4716,species_2423,161,data/outputs/20260211_2122/elites.json,True,True,0,True,0.0164,0.0949,0.3051,0.4838,0.0504,0.3928,0.1282,0.0635
4719,species_2423,161,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0064,0.0121,0.205,0.4267,0.017,0.3744,0.064,0.0326
4722,species_2423,161,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0047,0.006,0.08,0.3403,0.0131,0.0258,0.0344,0.0185
4755,species_2423,163,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0043,0.0132,0.1846,0.2952,0.0172,0.3503,0.0444,0.0294
4759,species_2423,163,data/outputs/20260211_2122/elites.json,True,False,6,False,0.001,0.0027,0.0138,0.2968,0.0076,0.0083,0.0129,0.0085
4761,species_2423,163,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0022,0.0055,0.0538,0.3288,0.0101,0.0121,0.019,0.0212
4765,species_2423,163,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0012,0.0024,0.0183,0.3568,0.0069,0.0081,0.0174,0.011
5138,species_2423,189,data/outputs/20260211_2122/elites.json,True,False,5,False,0.001,0.0036,0.03,0.2816,0.0068,0.0053,0.0135,0.017
5141,species_2423,189,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0056,0.0129,0.2345,0.3143,0.0136,0.3741,0.0462,0.0346
5147,species_2423,189,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0019,0.0051,0.053,0.2636,0.009,0.0117,0.0285,0.0213
5148,species_2423,189,data/outputs/20260211_2122/elites.json,True,False,5,False,0.0012,0.0037,0.022,0.2968,0.0085,0.0117,0.0154,0.0101
5150,species_2423,189,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0066,0.0129,0.2077,0.4278,0.0182,0.3744,0.0645,0.0334
5177,species_2426,191,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0018,0.0053,0.0461,0.2667,0.0074,0.0239,0.0282,0.0184
5404,species_2423,206,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0063,0.0625,0.1478,0.2218,0.0472,0.0655,0.0845,0.0336
5413,species_2426,207,data/outputs/20260211_2122/elites.json,True,False,1,False,0.003,0.018,0.0626,0.22,0.0108,0.028,0.0311,0.019
5435,species_2426,209,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0023,0.0091,0.0577,0.3614,0.0081,0.0212,0.0297,0.0211
5441,species_2426,209,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0026,0.0395,0.0926,0.3028,0.0112,0.0156,0.0292,0.0262
5447,species_2423,210,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0101,0.0312,0.2741,0.3809,0.0452,0.3883,0.0871,0.0618
5449,species_2423,210,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0065,0.0258,0.2352,0.3611,0.0151,0.3744,0.065,0.045
5450,species_2423,210,data/outputs/20260211_2122/elites.json,True,False,1,False,0.006,0.0095,0.2367,0.3561,0.0073,0.3741,0.1229,0.0275
5455,species_2423,210,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0038,0.0186,0.1593,0.3189,0.0108,0.3426,0.0387,0.027
3745,species_2422,94,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0012,0.0033,0.017,0.27,0.0082,0.0101,0.0146,0.0092
3885,species_2422,104,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0013,0.003,0.0204,0.3705,0.0082,0.007,0.0138,0.0101
3886,species_2422,104,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0013,0.0051,0.021,0.3029,0.0089,0.012,0.0166,0.0101
4512,species_2422,150,data/outputs/20260211_2122/elites.json,True,False,6,False,0.001,0.0026,0.0166,0.2203,0.0077,0.0075,0.0136,0.0091
4516,species_2422,150,data/outputs/20260211_2122/elites.json,True,False,7,False,0.0008,0.0023,0.0122,0.2002,0.0073,0.0063,0.0122,0.0081
4561,species_2422,152,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0013,0.0037,0.0188,0.221,0.0085,0.0077,0.0158,0.0097
4565,species_2422,152,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0009,0.0019,0.0142,0.2986,0.0075,0.0058,0.0122,0.0091
4966,species_2422,177,data/outputs/20260211_2122/elites.json,True,False,6,False,0.0009,0.0026,0.0124,0.2485,0.0075,0.0073,0.0128,0.0081
4971,species_2422,177,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0009,0.0038,0.0215,0.2195,0.0073,0.0042,0.011,0.0107
4972,species_2422,177,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0012,0.0033,0.017,0.27,0.0082,0.0101,0.0146,0.0092
4974,species_2422,177,data/outputs/20260211_2122/elites.json,True,False,3,False,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
5093,species_2422,186,data/outputs/20260211_2122/elites.json,True,False,3,False,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
5094,species_2422,186,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0032,0.0067,0.0436,0.3652,0.0115,0.0177,0.0346,0.014
5095,species_2422,186,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0019,0.0056,0.0324,0.2114,0.0103,0.0164,0.0254,0.0142
5098,species_2422,186,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0013,0.004,0.0238,0.27,0.0088,0.0127,0.0165,0.0106
5100,species_2422,186,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0015,0.0039,0.0156,0.318,0.0076,0.0105,0.0176,0.0089
5101,species_2422,186,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0016,0.0031,0.0206,0.3124,0.0082,0.0094,0.0181,0.0101
5102,species_2422,186,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0035,0.0557,0.0753,0.3665,0.0124,0.014,0.0263,0.0227
5121,species_2422,188,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0016,0.0072,0.0309,0.3406,0.009,0.0156,0.0245,0.0153
5125,species_2422,188,data/outputs/20260211_2122/elites.json,True,False,5,False,0.0009,0.0023,0.017,0.1939,0.0069,0.0049,0.0128,0.0106
5126,species_2422,188,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0011,0.0031,0.0149,0.1696,0.0082,0.0113,0.0147,0.0081
5128,species_2422,188,data/outputs/20260211_2122/elites.json,True,False,3,False,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
13,species_2427,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0009,0.0024,0.0145,0.2368,0.0075,0.0069,0.0127,0.0087
3704,species_2423,90,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0021,0.0081,0.0595,0.3311,0.0104,0.0114,0.0255,0.0232
3747,species_2422,94,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0028,0.0127,0.0974,0.3424,0.0117,0.012,0.025,0.0214
4514,species_2422,150,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0014,0.0026,0.035,0.2991,0.0086,0.0093,0.0157,0.0162
4521,species_2422,150,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0016,0.0046,0.03,0.2898,0.01,0.0106,0.0195,0.0105
4523,species_2422,150,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0017,0.005,0.0666,0.5489,0.0066,0.0095,0.0219,0.034
1307,species_2427,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0008,0.0029,0.0198,0.2211,0.007,0.0036,0.0105,0.0106
36,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0021,0.0057,0.0481,0.3277,0.0113,0.0085,0.017,0.0186
1683,species_2424,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0021,0.0153,0.0441,0.2731,0.0092,0.013,0.0198,0.0173
2342,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0014,0.007,0.0434,0.2608,0.0079,0.0091,0.0174,0.019
45,species_2426,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0035,0.0078,0.0721,0.3405,0.0117,0.0403,0.0589,0.0205
336,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0017,0.0107,0.0974,0.2905,0.0093,0.0129,0.0277,0.0293
495,species_2424,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0035,0.0139,0.1091,0.2308,0.0119,0.0223,0.0414,0.0319
1032,species_2426,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0054,0.0286,0.11,0.2946,0.0403,0.0539,0.0729,0.0235
1140,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0028,0.0123,0.0777,0.2251,0.0123,0.0186,0.0304,0.0245
3060,species_2426,49,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0027,0.0052,0.0638,0.2708,0.0131,0.0142,0.0258,0.0201
3332,species_2426,67,data/outputs/20260211_2122/elites.json,True,False,3,False,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
3403,species_2426,71,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0009,0.0035,0.0203,0.2144,0.0071,0.0041,0.0108,0.0105
3407,species_2426,71,data/outputs/20260211_2122/elites.json,True,False,5,False,0.0008,0.0023,0.0122,0.2002,0.0073,0.0063,0.0122,0.0081
4196,species_2426,127,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0021,0.0098,0.0911,0.3231,0.0102,0.0127,0.0237,0.0277
4309,species_2426,137,data/outputs/20260211_2122/elites.json,True,False,5,False,0.0008,0.0016,0.0106,0.2847,0.0066,0.0055,0.0122,0.0083
4311,species_2426,137,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0035,0.0094,0.1048,0.3402,0.0132,0.0254,0.0404,0.0321
4557,species_2422,152,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0014,0.0044,0.0376,0.2933,0.0096,0.0077,0.0158,0.015
4563,species_2422,152,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0016,0.0031,0.0397,0.2406,0.0081,0.009,0.019,0.0166
4784,species_2428,164,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0013,0.0035,0.0283,0.2052,0.0081,0.0062,0.0142,0.0107
4967,species_2427,177,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0014,0.0033,0.0291,0.2862,0.0083,0.0127,0.0199,0.0127
4968,species_2422,177,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0014,0.0027,0.0331,0.2251,0.0075,0.0077,0.0158,0.0163
4976,species_2422,177,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0021,0.0037,0.0658,0.387,0.0131,0.0127,0.0192,0.0237
1176,species_2427,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0024,0.0065,0.0378,0.3239,0.012,0.012,0.0211,0.0136
1629,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0018,0.009,0.0563,0.3233,0.0092,0.0167,0.0299,0.0254
1496,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0012,0.0027,0.028,0.2166,0.0082,0.0053,0.0129,0.0101
3233,species_2428,62,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0012,0.0028,0.0287,0.3191,0.0087,0.0071,0.0128,0.0142
3243,species_2428,62,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0012,0.0078,0.0376,0.1544,0.0071,0.0076,0.0152,0.0181
4631,species_2428,156,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0007,0.0017,0.0159,0.3271,0.0063,0.0059,0.0118,0.0096
3748,species_2422,94,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0008,0.002,0.0139,0.2861,0.0073,0.0058,0.0118,0.0086
3882,species_2422,104,data/outputs/20260211_2122/elites.json,True,False,6,False,0.0009,0.0026,0.0124,0.2485,0.0075,0.0073,0.0128,0.0081
4247,species_2424,132,data/outputs/20260211_2122/elites.json,True,False,4,False,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
4526,species_2422,150,data/outputs/20260211_2122/elites.json,True,False,6,False,0.0009,0.0025,0.0103,0.2383,0.008,0.0065,0.0122,0.0073
4528,species_2422,150,data/outputs/20260211_2122/elites.json,True,False,4,False,0.001,0.0027,0.0138,0.2968,0.0076,0.0083,0.0129,0.0085
3771,species_2424,96,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0011,0.0031,0.0129,0.2948,0.0068,0.0101,0.0159,0.0088
1271,species_2424,0,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0027,0.007,0.0543,0.2344,0.0116,0.0211,0.0314,0.0202
1477,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0015,0.0037,0.0312,0.376,0.0089,0.0139,0.0164,0.0139
3081,species_2424,50,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0021,0.0236,0.0575,0.2753,0.0074,0.0185,0.025,0.0237
2047,species_2424,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0037,0.0062,0.0729,0.4116,0.0317,0.0268,0.0464,0.014
2303,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0014,0.0051,0.0516,0.3329,0.0083,0.0075,0.016,0.0189
2841,species_2426,28,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0019,0.034,0.0395,0.4428,0.0083,0.0173,0.0183,0.0145
11,species_2426,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0039,0.0128,0.1,0.2918,0.0478,0.0297,0.0372,0.0221
116,species_2424,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0021,0.0092,0.1113,0.253,0.0083,0.0127,0.0243,0.0328
165,species_2422,0,data/outputs/20260211_2122/elites.json,True,False,3,False,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
242,species_2424,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0069,0.0075,0.1304,0.3302,0.087,0.0397,0.0729,0.0261
243,species_2424,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0062,0.0222,0.12,0.2352,0.1039,0.0363,0.0494,0.0245
291,species_2424,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0107,0.0156,0.1798,0.2749,0.0253,0.0461,0.0784,0.0561
412,species_2426,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0037,0.0343,0.1126,0.3871,0.0124,0.0318,0.0761,0.0433
481,species_2424,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0087,0.0346,0.2178,0.359,0.0282,0.0377,0.0932,0.0702
482,species_2424,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0106,0.0248,0.1884,0.3802,0.0108,0.1153,0.266,0.0616
620,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,2,False,0.002,0.0139,0.0713,0.2754,0.0082,0.0157,0.0277,0.0289
1191,species_2426,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0047,0.0236,0.1117,0.3389,0.0121,0.0259,0.07,0.0318
1226,species_2422,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0074,0.0278,0.1685,0.2962,0.0433,0.0417,0.0861,0.0456
1315,species_2424,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0038,0.0139,0.1114,0.2166,0.0232,0.0254,0.0574,0.0318
1526,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0115,0.0087,0.1593,0.3867,0.0196,0.0903,0.0993,0.0308
1527,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0023,0.011,0.0864,0.3294,0.01,0.0199,0.0364,0.0297
1533,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0027,0.01,0.0565,0.2732,0.0117,0.0269,0.0444,0.0221
1576,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0028,0.0169,0.1005,0.2968,0.0121,0.0216,0.0424,0.033
1640,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0036,0.0173,0.0931,0.3027,0.0375,0.0237,0.0304,0.0214
1763,species_2424,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0074,0.0158,0.1226,0.3128,0.0256,0.0695,0.0848,0.0298
1773,species_2424,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.003,0.0165,0.0903,0.2185,0.0119,0.0256,0.0402,0.0254
2406,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0024,0.0115,0.0948,0.2115,0.0189,0.0172,0.025,0.0206
2465,species_2425,0,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0017,0.0083,0.0461,0.3161,0.0085,0.0258,0.0188,0.0223
2469,species_2425,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0034,0.0139,0.1304,0.2343,0.0085,0.3208,0.0349,0.0292
2548,species_2424,7,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0028,0.0079,0.0682,0.361,0.0147,0.0193,0.026,0.0208
2573,species_2426,9,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0048,0.009,0.1183,0.3467,0.0291,0.0304,0.0474,0.0295
2630,species_2424,13,data/outputs/20260211_2122/elites.json,True,False,1,False,0.003,0.0074,0.1048,0.3297,0.0094,0.0148,0.0599,0.0392
2657,species_2424,15,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0037,0.0072,0.0793,0.4562,0.0092,0.0254,0.0559,0.0235
2755,species_2424,21,data/outputs/20260211_2122/elites.json,True,False,1,False,0.002,0.0056,0.0952,0.3474,0.0092,0.0122,0.0193,0.0438
2759,species_2424,21,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0023,0.0073,0.1061,0.2633,0.0109,0.0172,0.027,0.0314
2762,species_2424,21,data/outputs/20260211_2122/elites.json,True,False,2,False,0.002,0.0041,0.0642,0.342,0.0119,0.0141,0.0166,0.0195
2764,species_2424,21,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0031,0.0105,0.0658,0.1925,0.0107,0.0267,0.0314,0.0219
2913,species_2426,35,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0057,0.018,0.12,0.354,0.0604,0.0275,0.0439,0.0271
3069,species_2426,49,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0026,0.0083,0.0926,0.2944,0.0115,0.0145,0.026,0.0278
3104,species_2425,53,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0051,0.0405,0.1931,0.3293,0.0139,0.0191,0.0726,0.079
3208,species_2424,61,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0017,0.0076,0.0658,0.3613,0.0072,0.0088,0.0173,0.0287
3222,species_2424,61,data/outputs/20260211_2122/elites.json,True,True,0,False,0.004,0.0181,0.0992,0.3686,0.0136,0.0472,0.0412,0.027
3336,species_2426,67,data/outputs/20260211_2122/elites.json,True,False,5,False,0.0006,0.0014,0.015,0.1689,0.0066,0.0024,0.0098,0.0094
4030,species_2427,113,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0012,0.0043,0.0373,0.2594,0.0066,0.0068,0.0156,0.0203
4067,species_2424,117,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0068,0.0607,0.1527,0.346,0.0579,0.0701,0.0852,0.0339
4069,species_2424,117,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0023,0.0094,0.0577,0.3178,0.0087,0.0124,0.0213,0.0258
4072,species_2424,117,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0024,0.0104,0.069,0.3019,0.011,0.0141,0.0281,0.023
4076,species_2424,117,data/outputs/20260211_2122/elites.json,True,True,0,False,0.006,0.0289,0.1817,0.3772,0.018,0.0328,0.0758,0.0615
4336,species_2426,139,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0017,0.0061,0.0666,0.1833,0.008,0.0114,0.0199,0.0197
4464,species_2424,147,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0074,0.0204,0.1235,0.4565,0.032,0.0392,0.0777,0.0342
4556,species_2422,152,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0111,0.0097,0.1893,0.2796,0.0208,0.0748,0.0981,0.0415
4949,species_2426,176,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0012,0.0021,0.0357,0.248,0.0065,0.0059,0.0202,0.0186
4951,species_2426,176,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0008,0.0019,0.0182,0.3199,0.0066,0.0036,0.0111,0.0119
4954,species_2428,176,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0015,0.0055,0.0257,0.4456,0.0099,0.0146,0.0187,0.0121
5047,species_2422,182,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0011,0.0031,0.0239,0.2368,0.0081,0.0096,0.0154,0.0107
5051,species_2422,182,data/outputs/20260211_2122/elites.json,True,False,5,False,0.0011,0.003,0.0167,0.2674,0.0081,0.0099,0.0143,0.0091
5056,species_2422,183,data/outputs/20260211_2122/elites.json,True,False,5,False,0.0009,0.0026,0.0154,0.2477,0.0077,0.006,0.0125,0.0092
5057,species_2422,183,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0015,0.0039,0.0294,0.2757,0.0084,0.0091,0.0189,0.013
5058,species_2422,183,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0014,0.0039,0.0254,0.26,0.0086,0.0147,0.0189,0.0099
5059,species_2422,183,data/outputs/20260211_2122/elites.json,True,False,3,False,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
5060,species_2422,183,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0015,0.0065,0.0274,0.4349,0.0095,0.014,0.0185,0.0114
5061,species_2422,183,data/outputs/20260211_2122/elites.json,True,False,5,False,0.0011,0.003,0.0167,0.2674,0.0081,0.0099,0.0143,0.0091
5063,species_2422,183,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0019,0.0054,0.0498,0.2878,0.0088,0.0144,0.0224,0.0223
5064,species_2422,183,data/outputs/20260211_2122/elites.json,True,False,6,False,0.0009,0.0026,0.0124,0.2485,0.0075,0.0073,0.0128,0.0081
5105,species_2422,187,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0012,0.0041,0.0345,0.1961,0.0083,0.0094,0.0177,0.0165
5107,species_2422,187,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0017,0.009,0.0483,0.2355,0.0088,0.0136,0.0263,0.0212
5108,species_2422,187,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0021,0.0112,0.0553,0.3082,0.0101,0.0163,0.0259,0.021
5110,species_2422,187,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0014,0.0046,0.0304,0.3314,0.0092,0.0119,0.0191,0.0137
5111,species_2422,187,data/outputs/20260211_2122/elites.json,True,False,3,False,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
5112,species_2422,187,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0008,0.0021,0.0112,0.3637,0.0067,0.0052,0.0117,0.0083
5180,species_2425,191,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0027,0.0104,0.0769,0.408,0.0077,0.0645,0.0234,0.0283
5193,species_2422,192,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0011,0.0031,0.0192,0.1983,0.0082,0.0094,0.0142,0.0095
5194,species_2422,192,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0009,0.0017,0.015,0.2472,0.0075,0.0057,0.0133,0.0095
5196,species_2422,192,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0033,0.0629,0.08,0.3385,0.0102,0.0118,0.0258,0.0243
5197,species_2422,192,data/outputs/20260211_2122/elites.json,True,False,7,False,0.0009,0.0023,0.0123,0.1983,0.0074,0.0066,0.0122,0.0082
5199,species_2422,192,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0012,0.0033,0.017,0.27,0.0082,0.0101,0.0146,0.0092
5200,species_2422,192,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0058,0.1244,0.1287,0.2953,0.0133,0.0136,0.0346,0.0361
5201,species_2422,192,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0012,0.0037,0.0197,0.2127,0.0088,0.0083,0.0155,0.0098
5203,species_2422,192,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0023,0.0317,0.0479,0.3343,0.0089,0.0078,0.0196,0.0186
5218,species_2426,193,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0009,0.002,0.0221,0.2577,0.0067,0.0045,0.0126,0.0131
5222,species_2426,193,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0015,0.0064,0.0575,0.3004,0.0094,0.0133,0.0213,0.0212
5253,species_2424,195,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0022,0.0091,0.0597,0.2741,0.011,0.0197,0.0372,0.0248
5396,species_2426,206,data/outputs/20260211_2122/elites.json,True,True,0,False,0.003,0.0176,0.1119,0.4125,0.0112,0.0224,0.0487,0.0397
5397,species_2426,206,data/outputs/20260211_2122/elites.json,True,False,3,False,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
5403,species_2426,206,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0009,0.0028,0.0157,0.3798,0.0068,0.0079,0.0156,0.0099
5410,species_2426,207,data/outputs/20260211_2122/elites.json,True,False,4,False,0.001,0.0029,0.0145,0.2312,0.0079,0.0083,0.014,0.0084
5411,species_2426,207,data/outputs/20260211_2122/elites.json,True,False,5,False,0.0006,0.0024,0.0129,0.2169,0.0067,0.004,0.0102,0.008
5412,species_2422,207,data/outputs/20260211_2122/elites.json,True,False,4,False,0.001,0.0027,0.0138,0.2968,0.0076,0.0083,0.0129,0.0085
5414,species_2422,207,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0016,0.008,0.0501,0.2951,0.0098,0.0101,0.0178,0.0155
5415,species_2422,207,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0013,0.0046,0.0338,0.2878,0.0081,0.0063,0.0138,0.0156
5416,species_2422,207,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0009,0.0038,0.0215,0.2195,0.0073,0.0042,0.011,0.0107
5421,species_2422,208,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0024,0.0048,0.0419,0.3713,0.0099,0.0234,0.0284,0.0142
5422,species_2426,208,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0031,0.0177,0.0573,0.323,0.0115,0.0199,0.0235,0.0179
5423,species_2422,208,data/outputs/20260211_2122/elites.json,True,False,1,False,0.002,0.0058,0.1105,0.3,0.0097,0.0109,0.0273,0.0329
5425,species_2422,208,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0018,0.0048,0.0293,0.2629,0.0099,0.0162,0.0207,0.0115
5426,species_2422,208,data/outputs/20260211_2122/elites.json,True,False,7,False,0.0007,0.0017,0.007,0.2113,0.007,0.0048,0.0107,0.0063
5436,species_2422,209,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0072,0.2446,0.2017,0.292,0.0133,0.0295,0.0722,0.0714
5437,species_2422,209,data/outputs/20260211_2122/elites.json,True,False,1,False,0.002,0.0126,0.0513,0.3428,0.0084,0.0093,0.0182,0.0212
5438,species_2422,209,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0037,0.1022,0.1026,0.3397,0.0085,0.0219,0.0397,0.0239
5442,species_2422,209,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0015,0.0073,0.0324,0.1964,0.0105,0.0176,0.0254,0.0152
5451,species_2426,210,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0014,0.0051,0.0215,0.2604,0.0082,0.0132,0.02,0.0107
